"Traveler (Lumine, Anemo)",5,,Anemo,,Sword,2020-09-28,Medium Female,Viatrix,Player's Choice,,,,Sarah Miller-Crews,Yanning (宴宁),Yuuki Aoi (悠木碧),Lee Sae-a (이새아),Windwheel Aster,,Damaged Mask,Stained Mask,Ominous Mask,Brilliant Diamond Sliver,Brilliant Diamond Fragment,Brilliant Diamond Chunk,Brilliant Diamond Gemstone,Divining Scroll,Sealed Scroll,Forbidden Curse Scroll,Teachings of Freedom,Guide to Resistance,Guide to Ballad,Guide to Freedom,Guide to Resistance,Philosophies of Ballad,Philosophies of Freedom,Philosophies of Resistance,Philosophies of Ballad,Dvalin's Sigh
"Traveler (Lumine, Dendro)",5,,Dendro,,Sword,2020-09-28,Medium Female,Viatrix,Player's Choice,,,,Sarah Miller-Crews,Yanning (宴宁),Yuuki Aoi (悠木碧),Lee Sae-a (이새아),Windwheel Aster,,Damaged Mask,Stained Mask,Ominous Mask,Brilliant Diamond Sliver,Brilliant Diamond Fragment,Brilliant Diamond Chunk,Brilliant Diamond Gemstone,Fungal Spores,Luminescent Pollen,Crystalline Cyst Dust,Teachings of Admonition,Guide to Ingenuity,Guide to Praxis,Guide to Admonition,Guide to Ingenuity,Philosophies of Praxis,Philosophies of Admonition,Philosophies of Ingenuity,Philosophies of Praxis,Mudra of the Malefic General
"Traveler (Lumine, Electro)",5,,Electro,,Sword,2020-09-28,Medium Female,Viatrix,Player's Choice,,,,Sarah Miller-Crews,Yanning (宴宁),Yuuki Aoi (悠木碧),Lee Sae-a (이새아),Windwheel Aster,,Damaged Mask,Stained Mask,Ominous Mask,Brilliant Diamond Sliver,Brilliant Diamond Fragment,Brilliant Diamond Chunk,Brilliant Diamond Gemstone,Old Handguard,Kageuchi Handguard,Famed Handguard,Teachings of Transience,Guide to Elegance,Guide to Light,Guide to Transience,Guide to Elegance,Philosophies of Light,Philosophies of Transience,Philosophies of Elegance,Philosophies of Light,Dragon Lord's Crown
"Traveler (Lumine, Geo)",5,,Geo,,Sword,2020-09-28,Medium Female,Viatrix,Player's Choice,,,,Sarah Miller-Crews,Yanning (宴宁),Yuuki Aoi (悠木碧),Lee Sae-a (이새아),Windwheel Aster,,Damaged Mask,Stained Mask,Ominous Mask,Brilliant Diamond Sliver,Brilliant Diamond Fragment,Brilliant Diamond Chunk,Brilliant Diamond Gemstone,Divining Scroll,Sealed Scroll,Forbidden Curse Scroll,Teachings of Freedom,Guide to Resistance,Guide to Ballad,Guide to Freedom,Guide to Resistance,Philosophies of Ballad,Philosophies of Freedom,Philosophies of Resistance,Philosophies of Ballad,Dvalin's Sigh
"Traveler (Lumine, Hydro)",5,,Hydro,Pneuma,Sword,2020-09-28,Medium Female,Viatrix,Player's Choice,,,,Sarah Miller-Crews,Yanning (宴宁),Yuuki Aoi (悠木碧),Lee Sae-a (이새아),Windwheel Aster,,Damaged Mask,Stained Mask,Ominous Mask,Brilliant Diamond Sliver,Brilliant Diamond Fragment,Brilliant Diamond Chunk,Brilliant Diamond Gemstone,Transoceanic Pearl,Transoceanic Chunk,Xenochromatic Crystal,Teachings of Equity,Guide to Justice,Guide to Order,Guide to Equity,Guide to Justice,Philosophies of Order,Philosophies of Equity,Philosophies of Justice,Philosophies of Order,Worldspan Fern
Venti,5,Mondstadt,Anemo,,Bow,2020-09-28,Medium Male,Carmen Dei,16-Jun,A Buoyant Breeze,"Mondstadt (on profile), The Seven",TRUE,Erika Harlacher,Miaojiang (喵酱),Ayumu Murase (村瀬歩),Jung Yoo-jung (정유정),Cecilia,Hurricane Seed,Slime Condensate,Slime Secretions,Slime Concentrate,Vayuda Turquoise Sliver,Vayuda Turquoise Fragment,Vayuda Turquoise Chunk,Vayuda Turquoise Gemstone,Slime Condensate,Slime Secretions,Slime Concentrate,Teachings of Ballad,Guide to Ballad,Guide to Ballad,Guide to Ballad,Guide to Ballad,Philosophies of Ballad,Philosophies of Ballad,Philosophies of Ballad,Philosophies of Ballad,Tail of Boreas
Wanderer,5,Sumeru,Anemo,,Catalyst,2022-12-07,Medium Male,Peregrinus,03-Jan,Shimi Chazuke,"None (on profile), Vahumana (as Hat Guy)",TRUE,Patrick Pedraza,Luyin (鹿喑),Kakihara Tetsuya (柿原 徹也),Min Seung-woo (민승우),Rukkhashava Mushrooms,Perpetual Caliber,Old Handguard,Kageuchi Handguard,Famed Handguard,Vayuda Turquoise Sliver,Vayuda Turquoise Fragment,Vayuda Turquoise Chunk,Vayuda Turquoise Gemstone,Old Handguard,Kageuchi Handguard,Famed Handguard,Teachings of Praxis,Guide to Praxis,Guide to Praxis,Guide to Praxis,Guide to Praxis,Philosophies of Praxis,Philosophies of Praxis,Philosophies of Praxis,Philosophies of Praxis,Daka's Bell
Wriothesley,5,Fontaine,Cryo,Ousia,Catalyst,2023-10-17,Tall Male,Cerberus,23-Nov,Special Sauce BBQ Ribs,Fortress of Meropide,TRUE,Joe Zieja,Liu Beichen (刘北辰),Ono Daisuke (小野大輔),Kwon Chang-wook (권창욱),Subdetection Unit,"""Tourbillon Device""",Meshing Gear,Mechanical Spur Gear,Artificed Dynamic Gear,Shivada Jade Sliver,Shivada Jade Fragment,Shivada Jade Chunk,Shivada Jade Gemstone,Meshing Gear,Mechanical Spur Gear,Artificed Dynamic Gear,Teachings of Order,Guide to Order,Guide to Order,Guide to Order,Guide to Order,Philosophies of Order,Philosophies of Order,Philosophies of Order,Philosophies of Order,Primordial Greenbloom
Xiangling,4,Liyue,Pyro,,Polearm,2020-09-28,Medium Female,Trulla,02-Nov,Wanmin Restaurant's Boiled Fish,"Wanmin Restaurant (on profile), The Crux",FALSE,Jackie Lastra,Xiao N (小N),Ari Ozawa (小澤亜李),Yun A-yeong (윤아영),Jueyun Chili,Everflame Seed,Slime Condensate,Slime Secretions,Slime Concentrate,Agnidus Agate Sliver, Agnidus Agate Fragment,Agnidus Agate Chunk,Agnidus Agate Gemstone,Slime Condensate,Slime Secretions,Slime Concentrate,Teachings of Diligence,Guide to Diligence,Guide to Diligence,Guide to Diligence,Guide to Diligence,Philosophies of Diligence,Philosophies of Diligence,Philosophies of Diligence,Philosophies of Diligence,Dvalin's Claw
Xianyun,5,Liyue,Anemo,,Catalyst,2024-01-31,Tall Female,Grus Serena,11-Apr,Encompassing Gladness,"Mt. Aocang (on profile), Adepti",TRUE,Stephanie Panisello,Qin Ziyi (秦紫翼),Nakatomi Mana (中臣 真菜),Kang Si-hyeon (강시현),Clearwater Jade,Cloudseam Scale,Divining Scroll,Sealed Scroll,Forbidden Curse Scroll,Vayuda Turquoise Sliver,Vayuda Turquoise Fragment,Vayuda Turquoise Chunk,Vayuda Turquoise Gemstone,Divining Scroll,Sealed Scroll,Forbidden Curse Scroll,Teachings of Gold,Guide to Gold,Guide to Gold,Guide to Gold,Guide to Gold,Philosophies of Gold,Philosophies of Gold,Philosophies of Gold,Philosophies of Gold,Lightless Eye of the Maelstrom
Xiao,5,Liyue,Anemo,,Polearm,2021-02-03,Medium Male,Alatus Nemeseos,17-Apr,"""Sweet Dream""","Liyue Adeptus (on profile), Yakshas",TRUE,Laila Berzins,kinsen,Yoshitsugu Matsuoka (松岡禎丞),Sim Kyu-hyuk (심규혁),Qingxin,Juvenile Jade,Slime Condensate,Slime Secretions,Slime Concentrate,Vayuda Turquoise Sliver,Vayuda Turquoise Fragment,Vayuda Turquoise Chunk,Vayuda Turquoise Gemstone,Slime Condensate,Slime Secretions,Slime Concentrate,Teachings of Prosperity,Guide to Prosperity,Guide to Prosperity,Guide to Prosperity,Guide to Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Shadow of the Warrior
Xingqiu,4,Liyue,Hydro,,Sword,2020-09-28,Medium Male,Fabulae Textile,09-Oct,All-Delicacy Parcels,"Feiyun Commerce Guild (on profile), Guhua Clan, Yae Publishing House (as Zhenyu)",FALSE,Cristina Vee Valenzuela,Yajing Tang (唐雅菁),Junko Minagawa (皆川純子),Gwak Gyu-mi (곽규미),Silk Flower,Cleansing Heart,Damaged Mask,Stained Mask,Ominous Mask,Varunada Lazurite Sliver,Varunada Lazurite Fragment,Varunada Lazurite Chunk,Varunada Lazurite Gemstone,Damaged Mask,Stained Mask,Ominous Mask,Teachings of Gold,Guide to Gold,Guide to Gold,Guide to Gold,Guide to Gold,Philosophies of Gold,Philosophies of Gold,Philosophies of Gold,Philosophies of Gold,Tail of Boreas
Xinyan,4,Liyue,Pyro,,Claymore,2020-12-01,Medium Female,Fila Ignium,16-Oct,Rockin' Riffin' Chicken!,"""The Red Strings""",FALSE,Laura Stahl,Yaxin Wang (王雅欣),Chiaki Takahashi (たかはし智秋),Kim Chae-ha (김채하),Violetgrass,Everflame Seed,Treasure Hoarder Insignia,Silver Raven Insignia,Golden Raven Insignia,Agnidus Agate Sliver, Agnidus Agate Fragment,Agnidus Agate Chunk,Agnidus Agate Gemstone,Treasure Hoarder Insignia,Silver Raven Insignia,Golden Raven Insignia,Teachings of Gold,Guide to Gold,Guide to Gold,Guide to Gold,Guide to Gold,Philosophies of Gold,Philosophies of Gold,Philosophies of Gold,Philosophies of Gold,Tusk of Monoceros Caeli
Yae Miko,5,Inazuma,Electro,,Catalyst,2022-02-16,Tall Female,Divina Vulpes,27-Jun,Fukuuchi Udon,"Grand Narukami Shrine (on profile), Yae Publishing House",TRUE,Ratana,Mingya Du (杜冥鸦),Ayane Sakura (佐倉綾音),Moon Yoo-jeong (문유정),Sea Ganoderma,Dragonheir's False Fin,Old Handguard,Kageuchi Handguard,Famed Handguard,Vajrada Amethyst Sliver,Vajrada Amethyst Fragment,Vajrada Amethyst Chunk,Vajrada Amethyst Gemstone,Old Handguard,Kageuchi Handguard,Famed Handguard,Teachings of Light,Guide to Light,Guide to Light,Guide to Light,Guide to Light,Philosophies of Light,Philosophies of Light,Philosophies of Light,Philosophies of Light,The Meaning of Aeons
Yanfei,4,Liyue,Pyro,,Catalyst,2021-04-28,Medium Female,Bestia Iustitia,28-Jul,"""My Way""","Yanfei Legal Consultancy (on profile), Adepti",FALSE,Lizzie Freeman,Ziwu Su (苏子芜),Yumiri Hanamori (花守 ゆみり),Cho Kyung-yi (조경이),Noctilucous Jade,Juvenile Jade,Treasure Hoarder Insignia,Silver Raven Insignia,Golden Raven Insignia,Agnidus Agate Sliver, Agnidus Agate Fragment,Agnidus Agate Chunk,Agnidus Agate Gemstone,Treasure Hoarder Insignia,Silver Raven Insignia,Golden Raven Insignia,Teachings of Gold,Guide to Gold,Guide to Gold,Guide to Gold,Guide to Gold,Philosophies of Gold,Philosophies of Gold,Philosophies of Gold,Philosophies of Gold,Bloodjade Branch
Yaoyao,4,Liyue,Dendro,,Polearm,2023-01-18,Short Female,Osmanthus,06-Mar,Qingce Household Dish,"Streetward Rambler's Abode (on profile), Adepti (disciple)",FALSE,Kelsey Jaffer,Liu Yinuo (刘颐诺),Kadowaki Mai (門脇舞以),Yu Hye-ji (유혜지),Jueyun Chili,Quelled Creeper,Slime Condensate,Slime Secretions,Slime Concentrate,Nagadus Emerald Sliver,Nagadus Emerald Fragment,Nagadus Emerald Chunk,Nagadus Emerald Gemstone,Slime Condensate,Slime Secretions,Slime Concentrate,Teachings of Diligence,Guide to Diligence,Guide to Diligence,Guide to Diligence,Guide to Diligence,Philosophies of Diligence,Philosophies of Diligence,Philosophies of Diligence,Philosophies of Diligence,Daka's Bell
Yelan,5,Liyue,Hydro,,Bow,2022-05-31,Tall Female,Umbrabilis Orchis,20-Apr,Dew-Dipped Shrimp,"Yanshang Teahouse (on profile), Ministry of Civil Affairs",TRUE,Laura Post,Xu Hui (徐慧),Endou Aya (遠藤 綾),Min-a (민아),Starconch,Runic Fang,Recruit's Insignia,Sergeant's Insignia,Lieutenant's Insignia,Varunada Lazurite Sliver,Varunada Lazurite Fragment,Varunada Lazurite Chunk,Varunada Lazurite Gemstone,Recruit's Insignia,Sergeant's Insignia,Lieutenant's Insignia,Teachings of Prosperity,Guide to Prosperity,Guide to Prosperity,Guide to Prosperity,Guide to Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Gilded Scale
Yoimiya,5,Inazuma,Pyro,,Bow,2021-08-10,Medium Female,Carassius Auratus,21-Jun,Summer Festival Fish,Naganohara Fireworks,TRUE,Jenny Yokobori,Na Jin (金娜),Kana Ueda (植田佳奈),Bak Sin-hee (박신희),Naku Weed,Smoldering Pearl,Divining Scroll,Sealed Scroll,Forbidden Curse Scroll,Agnidus Agate Sliver, Agnidus Agate Fragment,Agnidus Agate Chunk,Agnidus Agate Gemstone,Divining Scroll,Sealed Scroll,Forbidden Curse Scroll,Teachings of Transience,Guide to Transience,Guide to Transience,Guide to Transience,Guide to Transience,Philosophies of Transience,Philosophies of Transience,Philosophies of Transience,Philosophies of Transience,Dragon Lord's Crown
Yun Jin,4,Liyue,Geo,,Polearm,2022-01-05,Medium Female,Opera Grandis,21-May,Cloud-Shrouded Jade,"Yun-Han Opera Troupe (on profile), Heyu Tea House, Yun Family",FALSE,"Judy Alice Lee, Yang Yang (杨扬)","Wenxiao He (贺文潇), Yang Yang (杨扬)","Koiwai Kotori (小岩井ことり), Yang Yang (杨扬)","Sa Mun-yeong (사문영), Yang Yang (杨扬)",Glaze Lily,Riftborn Regalia,Damaged Mask,Stained Mask,Ominous Mask,Prithiva Topaz Sliver,Prithiva Topaz Fragment,Prithiva Topaz Chunk,Prithiva Topaz Gemstone,Damaged Mask,Stained Mask,Ominous Mask,Teachings of Diligence,Guide to Diligence,Guide to Diligence,Guide to Diligence,Guide to Diligence,Philosophies of Diligence,Philosophies of Diligence,Philosophies of Diligence,Philosophies of Diligence,Ashen Heart
Zhongli,5,Liyue,Geo,,Polearm,2020-12-01,Tall Male,Lapis Dei,31-Dec,Slow-Cooked Bamboo Shoot Soup,"Liyue Harbor (on profile), Wangsheng Funeral Parlor, The Seven, Adepti",TRUE,Keith Silverstein,Bo Peng (彭博),Tomoaki Maeno (前野智昭),Pyo Yeong-jae (표영재),Cor Lapis,Basalt Pillar,Slime Condensate,Slime Secretions,Slime Concentrate,Prithiva Topaz Sliver,Prithiva Topaz Fragment,Prithiva Topaz Chunk,Prithiva Topaz Gemstone,Slime Condensate,Slime Secretions,Slime Concentrate,Teachings of Gold,Guide to Gold,Guide to Gold,Guide to Gold,Guide to Gold,Philosophies of Gold,Philosophies of Gold,Philosophies of Gold,Philosophies of Gold,Tusk of Monoceros Caeli
